report_month,company,county,region,industry,jobs_created,payroll,jobs_retained,investment,source_file,page,program,program_value
2022-Jan,"Goodlevel Enterprises, LLC",Huron,Northeast,Advanced Manufacturing,6,"$199,680",29,"$1,870,000",2022-monthly_metrics_-_vc.pdf,1,JobsOhio Inclusion Grant,"$50,000"
2022-Jan,"Howmet Aerospace Inc. & RMI Titanium Company, LLC",Stark,Northeast,Advanced Manufacturing,40,"$1,352,000",115,"$4,400,000",2022-monthly_metrics_-_vc.pdf,1,JobsOhio Economic Development Grant,"$100,000"
2022-Jan,I SQ. R Power Cable Co.,Stark,Northeast,Advanced Manufacturing,8,"$430,000",15,"$350,000",2022-monthly_metrics_-_vc.pdf,1,JobsOhio Inclusion Grant,"$42,500"
2022-Jan,"JamAdmin, Inc.",Lucas,Northwest,Automotive,45,"$1,746,000",28,"$3,555,000",2022-monthly_metrics_-_vc.pdf,1,JobsOhio Revitalization Grant,"$200,000"
2022-Jan,Koch Foods of Cincinnati LLC,Butler,Southwest,Food and Agribusiness,400,"$14,832,000",1281,"$200,000,000",2022-monthly_metrics_-_vc.pdf,1,JobsOhio Economic Development Grant,"$1,500,000"
2022-Jan,"New Wayne, Inc.",Muskingum,Southeast,Advanced Manufacturing,3,"$124,800",14,"$266,100",2022-monthly_metrics_-_vc.pdf,1,JobsOhio Inclusion Grant,"$25,000"
2022-Jan,"Shirley K's, LLC",Muskingum,Southeast,Advanced Manufacturing,2,"$62,400",5,"$65,000",2022-monthly_metrics_-_vc.pdf,1,JobsOhio Inclusion Grant,"$25,000"
2022-Jan,Stridas LLC,Hamilton,Southwest,Logistics and Distribution,40,"$2,400,000",38,$0,2022-monthly_metrics_-_vc.pdf,1,JobsOhio Workforce Grant,"$100,000"
2022-Jan,"The Connor Group, A Real Estate Investment Firm, LLC",Montgomery,Western,Building,0,$0,0,"$20,778,902",2022-monthly_metrics_-_vc.pdf,1,JobsOhio Spec Development Grant - OSIP*,"$800,000"
2022-Jan,"TMartin Design, LLC",Athens,Southeast,Advanced Manufacturing,1,"$24,960",2,"$101,280",2022-monthly_metrics_-_vc.pdf,1,JobsOhio Inclusion Grant,"$25,000"
2022-Jan,"TriHex Holdings, LLC",Union,Central,Other,5,"$221,760",36,$0,2022-monthly_metrics_-_vc.pdf,1,JobsOhio Inclusion Grant,"$25,000"
2022-Jan,Two Labs Holdings LLC,Delaware,Central,Healthcare,50,"$4,500,000",59,$0,2022-monthly_metrics_-_vc.pdf,1,JobsOhio Workforce Grant,"$120,000"
2022-Jan,"Weyland Ventures, LLC",Montgomery,Western,TBD,0,0,0,"$8,800,000",2022-monthly_metrics_-_vc.pdf,1,JobsOhio Spec Development Grant - OSIP*,"$750,000"
2022-Feb,"Altenloh, Brinck & Co. Us, Inc.",Williams,Northwest,Advanced Manufacturing,181,"$8,687,879",273,"$23,400,000",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Workforce Grant,"$300,000"
2022-Feb,"AMEND Consulting, LLC",Hamilton,Southwest,Other,70,"$6,804,000",60,$0,2022-monthly_metrics_-_vc.pdf,2,JobsOhio Workforce Grant,"$150,000"
2022-Feb,"Andelyn Biosciences, Inc.",Franklin,Central,Healthcare,180,"$11,437,923",170,"$115,000,000",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Growth Fund Loan,"$3,500,000"
2022-Feb,"Barkbox, Inc.",Franklin,Central,Other,500,"$23,500,000",249,$0,2022-monthly_metrics_-_vc.pdf,2,JobsOhio Workforce Grant,"$805,000"
2022-Feb,"Charter Next Generation, Inc.",Richland,Northeast,Advanced Manufacturing,300,"$12,000,000",727,"$50,000,000",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Workforce Grant,"$600,000"
2022-Feb,"Conagra Foods Packaged Foods, LLC",Miami,Western,Food and Agribusiness,100,"$4,199,520",929,"$32,918,625",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Economic Development Grant,"$300,000"
2022-Feb,FlightSafety International Inc.,Franklin,Central,Aerospace and Aviation,113,"$10,170,000",174,$0,2022-monthly_metrics_-_vc.pdf,2,JobsOhio Workforce Grant,"$500,000"
2022-Feb,"G & J Pepsi-Cola Bottlers, Inc.",Franklin,Central,Advanced Manufacturing,28,"$1,800,000",28,"$4,200,000",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Economic Development Grant,"$100,000"
2022-Feb,"MPW Industrial Services Group, Inc.",Licking,Central,Advanced Manufacturing,32,"$1,600,000",316,"$3,000,000",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Economic Development Grant,"$75,000"
2022-Feb,"Novo Manufacturing, LLC",Harrison,Southeast,Advanced Manufacturing,14,"$780,000",61,"$5,700,000",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Economic Development Grant,"$100,000"
2022-Feb,"On the Mantle, LLC",Ross,Southeast,Advanced Manufacturing,8,"$281,480",5,"$114,481",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Inclusion Grant,"$25,000"
2022-Feb,Phoenix Facility III LLC,Cuyahoga,Northeast,Advanced Manufacturing,16,"$770,000",0,"$5,000,000",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Economic Development Grant,"$50,000"
2022-Feb,Plastilene Inc.,Fayette,Western,Food and Agribusiness,58,"$3,859,000",0,"$40,771,000",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Research & Development Grant,"$2,000,000"
2022-Feb,Radiance Technologies Inc,Greene,Western,Techonlogy,100,"$10,326,682",258,$0,2022-monthly_metrics_-_vc.pdf,2,JobsOhio Workforce Grant,"$200,000"
2022-Feb,"Rosenboom Machine & Tool, Inc.",Wood,Northwest,Advanced Manufacturing,70,"$2,840,000",165,"$4,000,000",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Workforce Grant,"$200,000"
2022-Feb,"Sandvik Rock Processing Solutions North America, LLC",Cuyahoga,Northeast,Advanced Manufacturing,27,"$1,250,000",28,"$2,000,000",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Economic Development Grant,"$100,000"
2022-Feb,"Spintech Holdings, Inc.",Montgomery,Western,Advanced Manufacturing,14,"$1,121,896",19,"$381,700",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Economic Development Grant,"$50,000"
2022-Feb,The Davey Tree Expert Company,Portage,Northeast,Other,20,"$1,466,816",537,$0,2022-monthly_metrics_-_vc.pdf,2,JobsOhio Revitalization Grant,"$75,000"
2022-Feb,Unicontrol Inc.,Cuyahoga,Northeast,Advanced Manufacturing,27,"$850,000",109,"$115,000",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Inclusion Grant,"$50,000"
2022-Feb,"Woodard Development LLC/ Law Mission Point 2, LLC",Greene,Western,TBD,0,$0,0,"$15,883,603",2022-monthly_metrics_-_vc.pdf,2,JobsOhio Spec Development Grant - OSIP*,"$900,000"
2022-Mar,"1M Group, LLC",Butler,Southwest,Advanced Manufacturing,30,"$1,248,000",0,"$2,250,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Economic Development Grant,"$75,000"
2022-Mar,"Adena Development, LLC",Richland,Northeast,TBD,0,$0,0,"$10,470,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Spec Development Grant - OSIP*,"$300,000"
2022-Mar,"Airmate Co., Inc.",Williams,Northwest,Advanced Manufacturing,5,"$210,000",15,"$1,800,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Inclusion Grant,"$50,000"
2022-Mar,"Bitwise, Inc. (BW Industries Inc.)",Lucas,Northwest,Technology,378,"$20,373,000",0,"$19,980,874",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Revitalization Loan,"$3,000,000"
2022-Mar,"Bitwise, Inc. (BW Industries Inc.)",Lucas,Northwest,Technology,378,"$20,373,000",0,"$19,980,874",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Revitalization Grant,"$1,500,000"
2022-Mar,"Buckeye Elm Contracting, LLC",Franklin,Central,Other,3,"$120,000",26,"$95,227",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Inclusion Grant,"$25,000"
2022-Mar,Color 3 Embroidery Inc.,Trumbull,Northeast,Advanced Manufacturing,24,"$673,000",30,"$3,128,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Inclusion Grant,"$50,000"
2022-Mar,"Gabriel Brothers, Inc.",Clark,Western,Logistics and Distribution,833,"$27,756,148",0,"$35,850,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Workforce Grant,"$400,000"
2022-Mar,"Graminex, L.L.C.",Henry,Northwest,Food and Agribusiness,4,"$158,080",22,"$930,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Inclusion Grant,"$25,000"
2022-Mar,Lima Vibrant Community,Allen,Northwest,TBD,48,"$1,067,800",42,"$4,293,084",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Vibrant Community Grant,"$1,265,000"
2022-Mar,"Machine Works Unlimited, LLC",Seneca,Northwest,Advanced Manufacturing,6,"$260,000",3,"$65,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Inclusion Grant,"$25,000"
2022-Mar,"Mix Talent, LLC",Franklin,Central,Other,50,"$5,170,000",20,$0,2022-monthly_metrics_-_vc.pdf,3,JobsOhio Workforce Grant,"$100,000"
2022-Mar,"Monitored Therapeutics, Inc.",Franklin,Central,Healthcare,35,"$2,620,800",6,$0,2022-monthly_metrics_-_vc.pdf,3,JobsOhio Workforce Grant,"$125,000"
2022-Mar,NAI Harmon Group,Defiance,Northwest,TBD,0,$0,0,"$6,497,934",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Spec Development Loan - OSIP*,"$2,500,000"
2022-Mar,"Plibrico Company, LLC",Jackson,Southeast,Advanced Manufacturing,4,"$229,535",16,"$1,000,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Economic Development Grant,"$125,000"
2022-Mar,"Ploger Transportation, LLC",Huron,Northeast,Logistics and Distribution,4,"$215,000",33,"$620,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Inclusion Grant,"$50,000"
2022-Mar,"R&L Carriers, Inc.",Hancock,Northwest,Logistics and Distribution,199,"$9,900,000",0,"$43,850,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Economic Development Grant,"$100,000"
2022-Mar,"R & R Tool, Inc.","Adams, Clinton",Southeast,Healthcare,40,"$1,867,008",92,"$985,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Economic Development Grant,"$100,000"
2022-Mar,Rev LNG LLC,Allen,Northwest,Energy and Chemicals,13,"$1,006,699",0,"$5,380,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Economic Development Grant,"$100,000"
2022-Mar,"Rocket Mortgage, LLC",Cuyahoga,Northeast,Financial Services,630,"$47,250,000",757,"$500,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Workforce Grant,"$1,376,000"
2022-Mar,"Rose City Manufacturing, Inc.",Clark,Western,Automotive,72,"$2,871,000",238,"$3,000,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Growth Fund Loan,"$2,100,000"
2022-Mar,Seven Lakeway Refractories LLC,Erie,Northeast,Advanced Manufacturing,30,"$1,670,000",14,"$9,380,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Economic Development Grant,"$150,000"
2022-Mar,The Palmer-Donavin Manufacturing Company,Licking,Central,Advanced Manufacturing,20,"$705,000",116,"$800,000",2022-monthly_metrics_-_vc.pdf,3,JobsOhio Economic Development Grant,"$50,000"
2022-Mar,Uprys LLC,Franklin,Central,Technology,3,"$195,000",6,$0,2022-monthly_metrics_-_vc.pdf,3,JobsOhio Inclusion Grant,"$50,000"
2022-Mar,"W.C. FELTON AGENCY, INC.",Seneca,Northwest,Financial Services,3,"$120,000",28,$0,2022-monthly_metrics_-_vc.pdf,3,JobsOhio Inclusion Grant,"$25,000"
2022-Apr,"American Technical Coatings, Inc.",Cuyahoga,Northeast,Advanced Manufacturing,29,"$2,454,832",3,"$1,319,500",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Economic Development Grant,"$150,000"
2022-Apr,"Aurora Plastics, LLC",Portage,Northeast,Energy and Chemicals,29,"$1,447,680",68,"$21,600,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Economic Development Grant,"$400,000"
2022-Apr,"Balboa Real Estate Partners, LLC",Montgomery,Western,TBD,0,$0,0,"$19,238,462",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Spec Development Grant - OSIP*,"$1,000,000"
2022-Apr,Ball Metal Beverage Container Corp.,Hancock,Northwest,Advanced Manufacturing,18,"$1,100,000",392,"$83,800,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Workforce Grant,"$300,000"
2022-Apr,"Boxout, LLC",Summit,Northeast,Logistics and Distribution,25,"$1,250,000",166,"$175,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Economic Development Grant,"$50,000"
2022-Apr,"Charles River Laboratories, Inc.",Allen,Northwest,Healthcare,105,"$6,565,607",224,"$38,964,150",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Economic Development Grant,"$300,000"
2022-Apr,"Comet Processing, Inc",Madison,Central,Food and Agribusiness,204,"$11,500,000",0,"$86,000,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Economic Development Grant,"$1,500,000"
2022-Apr,"Divisions, Inc. (Divisions Maintenance Group)",Hamilton,Southwest,Other,256,"$25,600,000",393,"$4,800,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Economic Development Grant,"$1,000,000"
2022-Apr,"Earthquaker Devices, LLC",Summit,Northeast,Advanced Manufacturing,13,"$405,600",45,"$131,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Inclusion Grant,"$50,000"
2022-Apr,"Evolve Solutions, LLC",Lake,Northeast,Automotive,30,"$1,996,800",25,"$2,082,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Economic Development Grant,"$125,000"
2022-Apr,"First Choice Packaging, Inc.",Sandusky,Northwest,Advanced Manufacturing,10,"$333,000",100,"$1,047,100",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Inclusion Grant,"$25,000"
2022-Apr,"GetWorkerFit Partners, LLC DBA FuturePlans.com",Scioto,Southeast,TBD,0,$0,0,"$1,092,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Spec Development Grant - OSIP*,"$520,000"
2022-Apr,Hamilton Safe Co.,Clermont,Southwest,Advanced Manufacturing,38,"$1,710,000",204,"$17,384,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Growth Fund Loan,"$2,600,000"
2022-Apr,INNOMOTIVE Solutions Group LLC,Clark,Western,Automotive,27,"$1,300,000",60,"$587,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Economic Development Grant,"$100,000"
2022-Apr,INNOMOTIVE Solutions Group LLC,Clark,Western,Automotive,27,"$1,300,000",60,"$587,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Workforce Grant,"$50,000"
2022-Apr,"Polaris Sales, Inc.",Clinton,Western,Logistics and Distribution,20,"$825,000",79,"$31,800,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Economic Development Grant,"$75,000"
2022-Apr,"Principle Business Enterprises, Inc.",Wood,Northwest,Advanced Manufacturing,34,"$2,040,000",337,"$21,000,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Workforce Grant,"$225,000"
2022-Apr,"Sam Dong Ohio, Inc.",Delaware,Central,Automotive,20,"$832,000",112,"$8,600,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Economic Development Grant,"$100,000"
2022-Apr,"Schaeffer Metal Products, Inc",Portage,Northeast,Advanced Manufacturing,2,"$100,000",7,"$120,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Inclusion Grant,"$50,000"
2022-Apr,"Smartland, LLC",Lake,Northeast,Other,15,"$750,000",19,"$2,967,740",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Revitalization Grant,"$75,000"
2022-Apr,Youngstown Vibrant Community,Mahoning,Northeast,TBD,23,"$1,295,000",43,"$2,428,974",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Vibrant Community Grant,"$475,000"
2022-Apr,"Zin Technologies, Inc.",Cuyahoga,Northeast,Aerospace and Aviation,125,"$11,750,000",191,"$740,000",2022-monthly_metrics_-_vc.pdf,4,JobsOhio Economic Development Grant,"$100,000"
2022-May,"Atlantic Emergency Solutions, Inc.",Morgan,Southeast,Automotive,17,"$1,202,078",18,"$4,700,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Economic Development Grant,"$125,000"
2022-May,"Axuall, Inc.",Cuyahoga,Northeast,Technology,75,"$7,030,920",13,"$1,500,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Economic Development Grant,"$200,000"
2022-May,"B. & L. Transport, Inc.",Holmes,Southeast,Logistics and Distribution,12,"$725,000",33,"$4,514,110",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Economic Development Grant,"$50,000"
2022-May,Cell-O-Core Co.,Medina,Northeast,Advanced Manufacturing,30,"$1,089,440",65,"$4,800,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Economic Development Grant,"$100,000"
2022-May,City of Trenton,Butler,Southwest,TBD,0,$0,0,"$712,460",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Spec Development Grant - OSIP*,"$356,230"
2022-May,ConnectE Technology LLC,Warren,Southwest,Technology,4,"$340,000",0,$0,2022-monthly_metrics_-_vc.pdf,5,JobsOhio Inclusion Grant,"$25,000"
2022-May,Dana Limited,Henry,Northwest,Automotive,175,"$7,428,000",0,"$10,000,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Economic Development Grant,"$700,000"
2022-May,Devil Wind Brewing LLC,Greene,Western,Food and Agribusiness,6,"$224,640",1,"$169,500",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Inclusion Grant,"$25,000"
2022-May,"ECS Tuning, LLC",Medina,Northeast,Logistics and Distribution,98,"$4,079,560",308,"$9,800,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Economic Development Grant,"$100,000"
2022-May,"Ohio Logistics, Ltd.",Wood,Northwest,TBD,0,$0,0,"$11,700,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Spec Development Grant - OSIP*,"$1,000,000"
2022-May,Protiviti Inc.,Hamilton,Southwest,Technology,450,"$25,637,000",0,"$1,500,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Economic Development Grant,"$400,000"
2022-May,Protiviti Inc.,Hamilton,Southwest,Technology,450,"$25,637,000",0,"$1,500,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Workforce Grant,"$400,000"
2022-May,"Quality 1 Welding & Fab, Inc.",Lorain,Northeast,Advanced Manufacturing,1,"$33,280",4,"$77,787",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Inclusion Grant,"$40,000"
2022-May,Reliability Inspections LLC,Meigs,Southeast,Energy and Chemicals,3,"$106,080",10,"$110,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Inclusion Grant,"$50,000"
2022-May,"Robinson Investments, LTD.",Van Wert,Northwest,TBD,0,$0,0,"$6,100,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Spec Development Grant - OSIP*,"$450,000"
2022-May,ROInsights LLC,Hamilton,Southwest,Technology,6,"$390,000",3,$0,2022-monthly_metrics_-_vc.pdf,5,JobsOhio Inclusion Grant,"$25,000"
2022-May,"Sequoia Financial Group, LLC",Summit,Northeast,Financial Services,19,"$1,870,000",75,"$1,500,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Economic Development Grant,"$75,000"
2022-May,"Solutions Vending International, Inc.",Franklin,Central,Technology,2,"$400,000",2,$0,2022-monthly_metrics_-_vc.pdf,5,JobsOhio Inclusion Grant,"$50,000"
2022-May,SupplySideUSA Inc.,Cuyahoga,Northeast,Logistics and Distribution,50,"$2,000,000",37,"$4,826,752",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Revitalization Grant,"$250,000"
2022-May,"Textum OPCO, LLC",Montgomery,Western,Advanced Manufacturing,22,"$1,540,000",3,"$4,722,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Economic Development Grant,"$145,000"
2022-May,"The Metz Dental Laboratory, Inc.",Coshocton,Southeast,Healthcare,10,"$532,000",0,"$157,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Inclusion Grant,"$50,000"
2022-May,"ThyssenKrupp Bilstein of America, Inc.",Butler,Southwest,Automotive,75,"$6,000,000",586,"$20,000,000",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Economic Development Grant,"$500,000"
2022-May,"Wagner Machine, Inc.",Summit,Northeast,Advanced Manufacturing,4,"$225,000",36,"$58,373",2022-monthly_metrics_-_vc.pdf,5,JobsOhio Inclusion Grant,"$25,000"
2022-Jun,"A&M Green Properties, LLC",Summit,Northeast,Other,TBD,TBD,TBD,"$9,123,129",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Spec Development Grant - OSIP*,"$300,000"
2022-Jun,Acme Lock Company LLC,Hamilton,Southwest,Other,9,"$738,206",13,"$2,797,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$50,000"
2022-Jun,"Brennan-Eberly Team Sports, Inc.",Lucas,Northwest,Advanced Manufacturing,86,"$4,143,626",89,"$1,500,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Economic Development Grant,"$130,000"
2022-Jun,BRP Manufacturing Company,Allen,Northwest,Advanced Manufacturing,5,"$221,415",41,"$42,500",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$25,000"
2022-Jun,College@Elm Innovation and Workforce Development Center,Butler,Southwest,TBD,36,"$1,688,680",4,"$10,400,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Vibrant Community Grant,"$1,500,000"
2022-Jun,CertainTeed Ceilings Corporation,Cuyahoga,Northeast,Advanced Manufacturing,38,"$2,626,270",28,"$2,400,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Economic Development Grant,"$150,000"
2022-Jun,"Display Dynamics, Inc.",Montgomery,Western,Advanced Manufacturing,3,"$135,000",6,$0,2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$25,000"
2022-Jun,"Driverge Vehicle Innovations, LLC",Summit,Northeast,Advanced Manufacturing,67,"$2,924,751",165,"$2,012,500",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Economic Development Grant,"$300,000"
2022-Jun,"Gemini Industrial Machine Group, LLC",Tuscarawas,Northeast,Advanced Manufacturing,7,"$470,000",9,"$314,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$50,000"
2022-Jun,"Global Medical Foam, Inc",Richland,Northeast,Healthcare,3,"$203,000",4,"$42,715",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$25,000"
2022-Jun,Herr Foods Incorporated,Jackson & Ross,Southeast,Food and Agribusiness,150,"$5,341,440",48,"$54,000,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Economic Development Grant,"$750,000"
2022-Jun,"Ice Industries Bowling Green, LLC",Wood,Northwest,Advanced Manufacturing,71,"$3,800,000",0,"$5,067,570",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Economic Development Grant,"$400,000"
2022-Jun,"JOMAC, LTD.",Carroll,Southeast,Advanced Manufacturing,6,"$225,000",28,"$285,296",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$25,000"
2022-Jun,"Keller Logistics Group, Inc.",Henry,Northwest,Other,TBD,TBD,TBD,"$6,500,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Spec Development Grant - OSIP*,"$500,000"
2022-Jun,"Lake City Plating, LLC",Ashtabula,Northeast,Advanced Manufacturing,60,"$1,900,000",121,"$14,300,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Growth Fund Loan,"$2,200,000"
2022-Jun,"Loc Performance Products, LLC",Auglaize,Western,Advanced Manufacturing,250,"$13,000,000",450,"$40,000,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Workforce Grant,"$700,000"
2022-Jun,"Loc Performance Products, LLC",Auglaize,Western,Advanced Manufacturing,250,"$13,000,000",450,"$40,000,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Economic Development Grant,"$1,500,000"
2022-Jun,Luke Manufacturing Co. Inc.,Wayne,Northeast,Energy and Chemicals,3,"$94,000",21,"$70,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$25,000"
2022-Jun,"New Day Creative, LLC",Richland,Northeast,Technology,10,"$500,000",6,"$505,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$50,000"
2022-Jun,"Ohio Valley Stamping-Assemblies, Inc.",Richland,Northeast,Advanced Manufacturing,18,"$640,000",18,"$690,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$50,000"
2022-Jun,Propel Pharmacy Ohio LLC,Franklin,Central,Healthcare,35,"$2,630,264",0,"$123,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Workforce Grant,"$200,000"
2022-Jun,"R. K. Industries, Inc.",Putnam,Northwest,Advanced Manufacturing,11,"$400,000",60,"$102,450",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$25,000"
2022-Jun,Star Dynamics Corporation,Franklin,Central,Aerospace and Aviation,10,"$800,000",15,"$750,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$50,000"
2022-Jun,"Starr Manufacturing, Inc.",Trumbull,Northeast,Advanced Manufacturing,40,"$2,800,000",26,"$5,245,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Economic Development Grant,"$100,000"
2022-Jun,"Tarpstop, LLC",Lucas & Wood,Northwest,Automotive,33,"$1,625,000",96,"$1,700,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Economic Development Grant,"$100,000"
2022-Jun,"Tenby Partners, LLC",Franklin,Central,Other,TBD,TBD,TBD,"$12,718,875",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Spec Development Grant - OSIP*,"$900,000"
2022-Jun,"The Boot Life, LLC",Richland,Northeast,Logistics and Distribution,5,"$164,050",0,"$29,747",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Inclusion Grant,"$25,000"
2022-Jun,"Unverferth Manufacturing Company, Inc.",Van Wert & Putnam,Northwest,Advanced Manufacturing,20,"$998,400",484,"$3,300,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Economic Development Grant,"$50,000"
2022-Jun,Walgreen Co.,Franklin,Central,Healthcare,200,"$8,546,193",0,"$18,500,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Economic Development Grant,"$400,000"
2022-Jun,"Wieland Chase, LLC",Williams,Northwest,Advanced Manufacturing,19,"$1,112,560",285,"$5,000,000",2022-monthly_metrics_-_vc.pdf,6,JobsOhio Economic Development Grant,"$100,000"
2022-Jul,"Action Group, Inc.",Franklin,Central,Advanced Manufacturing,4,"$180,000",31,"$2,000,000",2022-monthly_metrics_-_vc.pdf,7,JobsOhio Inclusion Grant,"$25,000"
2022-Jul,Allied Tube & Conduit Corporation,Licking,Central,Advanced Manufacturing,14,"$687,980",27,"$400,000",2022-monthly_metrics_-_vc.pdf,7,JobsOhio Economic Development Grant,"$40,000"
2022-Jul,"Bunker Hill Cheese Co., Inc.",Holmes,Southeast,Food and Agribusiness,10,"$374,000",63,"$103,000",2022-monthly_metrics_-_vc.pdf,7,JobsOhio Inclusion Grant,"$50,000"
