report_month,company,county,region,industry,jobs_created,payroll,jobs_retained,investment,source_file,page,program,program_value
2019-Jan,Blue Label Packaging Company,Fairfield,Central,Other,30,"$1,700,000",62,"$1,000,000",2019-monthly-metrics.pdf,1,Workforce Grant,"$45,000"
2019-Jan,CoverMyMeds LLC,Franklin,Central,Healthcare,1032,"$75,300,000",592,"$8,000,000",2019-monthly-metrics.pdf,1,Economic Dev. Grant,"$1,000,000"
2019-Jan,CoverMyMeds LLC,Franklin,Central,Healthcare,1032,"$75,300,000",592,"$8,000,000",2019-monthly-metrics.pdf,1,Workforce Grant,"$4,500,000"
2019-Jan,Insight Catastrophe Group LLC,Hamilton,Southwest,Financial Services,19,"$1,045,000",16,$0,2019-monthly-metrics.pdf,1,Workforce Grant,"$35,000"
2019-Jan,"NSG Glass North America, Inc",Wood,Northwest,Advanced Manufacturing,150,"$7,200,000",0,"$250,000,000",2019-monthly-metrics.pdf,1,Economic Dev. Grant,"$2,500,000"
2019-Jan,"NSG Glass North America, Inc",Wood,Northwest,Advanced Manufacturing,150,"$7,200,000",0,"$250,000,000",2019-monthly-metrics.pdf,1,Workforce Grant,"$500,000"
2019-Jan,"Brennan Industries, Inc.",Cuyahoga,Northeast,Advanced Manufacturing,28,"$1,400,000",68,"$3,883,200",2019-monthly-metrics.pdf,1,Economic Dev. Grant,"$200,000"
2019-Jan,"CIL Isotope Separations, LLC",Greene,Western,Healthcare,10,"$660,000",29,"$12,300,000",2019-monthly-metrics.pdf,1,Economic Dev. Grant,"$50,000"
2019-Jan,"Inogen, Inc.",Cuyahoga,Northeast,Healthcare,260,"$13,000,000",240,"$600,000",2019-monthly-metrics.pdf,1,Economic Dev. Grant,"$250,000"
2019-Jan,"Precision Alloy Services, Inc.",Wood,Northwest,Aerospace and Aviation,20,"$750,000",2,"$1,950,000",2019-monthly-metrics.pdf,1,Economic Dev. Grant,"$75,000"
2019-Jan,Xcess Limited,Wayne,Northeast,Logistics and Distribution,125,"$3,200,000",40,"$5,850,000",2019-monthly-metrics.pdf,1,Economic Dev. Grant,"$150,000"
2019-Jan,"McDaniel Products, Inc.",Richland,Northeast,Advanced Manufacturing,20,"$625,000",24,"$888,600",2019-monthly-metrics.pdf,1,Revitalization Grant,"$75,000"
2019-Jan,Municipal Light Plant LLC,Franklin,Central,Other,23,"$1,572,600",51,"$10,820,327",2019-monthly-metrics.pdf,1,Revitalization Grant,"$700,000"
2019-Jan,Rise Brands Inc.,Franklin,Central,Other,38,"$2,280,000",15,"$1,924,467",2019-monthly-metrics.pdf,1,Revitalization Grant,"$300,000"
2019-Feb,"Dollar Tree Distribution, Inc.",Morrow,Central,Logistics and Distribution,400,"$12,800,000",0,"$132,148,750",2019-monthly-metrics.pdf,2,Workforce Grant,"$400,000"
2019-Feb,"Kohl's Department Stores, Inc.",Licking,Central,Logistics and Distribution,684,"$22,500,000",0,"$293,280,037",2019-monthly-metrics.pdf,2,Workforce Grant,"$1,000,000"
2019-Feb,Manifest Solutions Corp.,Franklin,Central,Information Services and Software,40,"$2,800,000",60,-,2019-monthly-metrics.pdf,2,Workforce Grant,"$175,000"
2019-Feb,"QuEST Global Services-NA, Inc.",Hamilton,Southwest,Aerospace and Aviation,60,"$3,900,000",65,"$200,000",2019-monthly-metrics.pdf,2,Workforce Grant,"$75,000"
2019-Feb,Republic Steel,Lorain,Northeast,Other,125,"$7,000,000",0,"$890,000",2019-monthly-metrics.pdf,2,Workforce Grant,"$500,000"
2019-Feb,AxoGen Corporation,Montgomery,Western,Healthcare,200,"$8,240,000",28,"$10,082,200",2019-monthly-metrics.pdf,2,Economic Dev. Grant,"$950,000"
2019-Feb,Hometown Food Company,Lucas,Northwest,Food Sciences and Agriculture,15,"$1,000,000",227,"$13,000,000",2019-monthly-metrics.pdf,2,Economic Dev. Grant,"$250,000"
2019-Feb,"National Door and Trim, Inc.",Van Wert,Northwest,Advanced Manufacturing,50,"$1,640,000",51,"$850,000",2019-monthly-metrics.pdf,2,Economic Dev. Grant,"$100,000"
2019-Feb,ProVia LLC,Tuscarawas,Northeast,Advanced Manufacturing,197,"$8,865,000",0,"$33,350,000",2019-monthly-metrics.pdf,2,Economic Dev. Grant,"$500,000"
2019-Feb,DiGeronimo Development LLC*,Cuyahoga,Northeast,Other,0,$0,0,"$10,755,967",2019-monthly-metrics.pdf,2,Revitalization Grant,"$330,000"
2019-Feb,"Innovative Solutions Unlimited, L.L.C.",Pike,Southeast,Shale Energy and Petrochemicals,15,"$480,000",77,"$525,940",2019-monthly-metrics.pdf,2,Revitalization Grant,"$150,000"
2019-Feb,"Kripke Enterprises, Inc.",Lucas,Northwest,Advanced Manufacturing,25,"$1,100,000",22,"$6,933,000",2019-monthly-metrics.pdf,2,Revitalization Grant,"$200,000"
2019-Feb,The Ohio Valley Bank Company,Gallia,Southeast,Financial Services,0,$0,240,"$5,379,454",2019-monthly-metrics.pdf,2,Revitalization Grant,"$200,000"
2019-Feb,Spray Products Corporation,Medina,Northeast,Shale Energy and Petrochemicals,0,$0,0,-,2019-monthly-metrics.pdf,2,Revitalization Grant Phase II,"$198,000"
2019-Mar,"JJR Solutions, LLC",Montgomery,Western,Software,32,"$2,877,656",21,"$753,726",2019-monthly-metrics.pdf,3,Workforce Grant,"$50,000"
2019-Mar,"Medline Industries, Inc.",Madison,Central,Healthcare,150,"$5,016,000",0,"$58,000,000",2019-monthly-metrics.pdf,3,Workforce Grant,"$80,000"
2019-Mar,Nidec Minster Corporation,Auglaize,Western,Advanced Manufacturing,25,"$1,088,880",547,"$9,550,000",2019-monthly-metrics.pdf,3,Workforce Grant,"$80,000"
2019-Mar,"Great Lakes Cheese Co., Inc.",Geauga,Northeast,Food Sciences and Agriculture,400,"$23,750,000",671,"$183,206,000",2019-monthly-metrics.pdf,3,Economic Dev. Grant,"$5,100,000"
2019-Mar,"HomeGoods, Inc.",Trumbull,Northeast,Logistics and Distribution,1000,"$27,040,000",0,"$166,500,000",2019-monthly-metrics.pdf,3,Economic Dev. Grant,"$500,000"
2019-Mar,"Spectrum Diversified Designs, LLC",Summit,Northeast,Logistics and Distribution,29,"$1,507,917",65,"$790,000",2019-monthly-metrics.pdf,3,Economic Dev. Grant,"$50,000"
2019-Mar,Vehtek Systems Inc.,Wood,Northwest,Automotive,51,"$2,175,000",760,"$10,200,000",2019-monthly-metrics.pdf,3,Economic Dev. Grant,"$200,000"
2019-Mar,"Voss Industries, LLC",Cuyahoga,Northeast,Aerospace and Aviation,58,"$2,711,987",267,"$11,629,048",2019-monthly-metrics.pdf,3,Economic Dev. Grant,"$600,000"
2019-Mar,"Voss Industries, LLC",Cuyahoga,Northeast,Aerospace and Aviation,58,"$2,711,987",267,"$11,629,048",2019-monthly-metrics.pdf,3,Revitalization Grant,"$1,400,000"
2019-Mar,"Voss Industries, LLC",Cuyahoga,Northeast,Aerospace and Aviation,58,"$2,711,987",267,"$11,629,048",2019-monthly-metrics.pdf,3,Revitalization Grant Phase II,"$34,000"
2019-Mar,WellPet LLC,Franklin,Central,Logistics and Distribution,45,"$1,800,000",0,"$150,000",2019-monthly-metrics.pdf,3,Economic Dev. Grant,"$200,000"
2019-Mar,"The Tomko Company, LLC",Franklin,Central,Other,40,"$4,000,256",12,"$4,646,488",2019-monthly-metrics.pdf,3,Revitalization Grant,"$500,000"
2019-Mar,"The Tomko Company, LLC",Franklin,Central,Other,40,"$4,000,256",12,"$4,646,488",2019-monthly-metrics.pdf,3,Revitalization Loan,"$1,500,000"
2019-Mar,"Echo Health, Inc.",Cuyahoga,Northeast,Healthcare,40,"$2,400,000",58,"$4,259,000",2019-monthly-metrics.pdf,3,Revitalization Grant,"$150,000"
2019-Mar,Jackson County Economic Development Partnership*,Jackson,Southeast,Other,0,$0,0,"$1,888,190",2019-monthly-metrics.pdf,3,Revitalization Grant,"$1,699,371"
2019-Mar,Xellia Pharmaceuticals USA LLC,Cuyahoga,Northeast,Healthcare,170,"$8,500,000",10,"$50,000,000",2019-monthly-metrics.pdf,3,Revitalization Grant,"$500,000"
2019-Mar,City of Cleveland,Cuyahoga,Northeast,Other,0,$0,0,$0,2019-monthly-metrics.pdf,3,Revitalization Grant Phase II,"$19,425"
2019-Mar,City of Cleveland,Cuyahoga,Northeast,Other,0,$0,0,$0,2019-monthly-metrics.pdf,3,Revitalization Grant Phase II,"$21,995"
2019-Mar,City of Cleveland,Cuyahoga,Northeast,Other,0,$0,0,$0,2019-monthly-metrics.pdf,3,Revitalization Grant Phase II,"$24,537"
2019-Mar,City of Cleveland,Cuyahoga,Northeast,Other,0,$0,0,$0,2019-monthly-metrics.pdf,3,Revitalization Grant Phase II,"$25,000"
2019-Mar,City of Cleveland,Cuyahoga,Northeast,Other,0,$0,0,$0,2019-monthly-metrics.pdf,3,Revitalization Grant Phase II,"$36,210"
2019-Mar,City of Cleveland,Cuyahoga,Northeast,Other,0,$0,0,$0,2019-monthly-metrics.pdf,3,Revitalization Grant Phase II,"$56,000"
2019-Mar,City of Cleveland,Cuyahoga,Northeast,Other,0,$0,0,$0,2019-monthly-metrics.pdf,3,Revitalization Grant Phase II,"$68,470"
2019-Mar,City of Cleveland,Cuyahoga,Northeast,Other,0,$0,0,$0,2019-monthly-metrics.pdf,3,Revitalization Grant Phase II,"$98,470"
2019-Apr,"InfoTrust, LLC",Hamilton,Southwest,Software,60,"$4,992,000",36,-,2019-monthly-metrics.pdf,4,Workforce Grant,"$60,000"
2019-Apr,"Smartrac Technology Fletcher, Inc.",Delaware,Central,Information Services and Software,30,"$4,050,000",1,"$300,000",2019-monthly-metrics.pdf,4,Workforce Grant,"$150,000"
2019-Apr,"Faxon Machining, Inc.",Hamilton,Southwest,Advanced Manufacturing,85,"$5,500,000",90,"$1,390,000",2019-monthly-metrics.pdf,4,Economic Dev. Grant,"$150,000"
2019-Apr,"Menard, Inc.",Fayette,Western,Logistics and Distribution,150,"$5,665,920",0,"$81,484,042",2019-monthly-metrics.pdf,4,Economic Dev. Grant,"$1,000,000"
2019-Apr,"Nature's One, LLC",Licking,Central,Food Sciences and Agriculture,22,"$1,400,000",0,"$24,300,000",2019-monthly-metrics.pdf,4,Economic Dev. Grant,"$200,000"
2019-Apr,Nippon Steel Integrated Crankshaft LLC,Seneca,Northwest,Automotive,33,"$1,200,000",102,"$12,000,000",2019-monthly-metrics.pdf,4,Economic Dev. Grant,"$200,000"
2019-Apr,Iron City Pipe & Supply Company,Jackson,Southeast,Logistics and Distribution,5,"$190,000",17,"$330,279",2019-monthly-metrics.pdf,4,Revitalization Grant,"$100,000"
2019-Apr,"South Arcade Commercial, LLC",Montgomery,Western,Other,90,"$4,049,136",68,"$3,583,868",2019-monthly-metrics.pdf,4,Revitalization Grant,"$900,000"
2019-Apr,"Stuchell Products, LLC",Stark,Northeast,Advanced Manufacturing,20,"$450,000",42,"$514,000",2019-monthly-metrics.pdf,4,Revitalization Grant,"$30,000"
2019-Apr,"Uptown SEQ Holdings, LLC*",Hamilton,Southwest,Other,0,$0,0,"$130,800,000",2019-monthly-metrics.pdf,4,Revitalization Grant,"$2,000,000"
2019-May,"Global Cooling, Inc.",Athens,Southeast,Advanced Manufacturing,32,"$1,108,660",82,"$3,295,000",2019-monthly-metrics.pdf,5,Economic Dev. Grant,"$150,000"
2019-May,"Global Cooling, Inc.",Athens,Southeast,Advanced Manufacturing,32,"$1,108,660",82,"$3,295,000",2019-monthly-metrics.pdf,5,Workforce Grant,"$100,000"
2019-May,"ODW Logistics, Inc.",Pickaway,Central,Logistics and Distribution,54,"$1,934,000",584,"$7,825,000",2019-monthly-metrics.pdf,5,Workforce Grant,"$100,000"
2019-May,"AMG Industries, LLC",Knox,Central,Automotive,0,-,123,"$2,580,000",2019-monthly-metrics.pdf,5,Economic Dev. Grant,"$150,000"
2019-May,"Custom Glass Solutions Fostoria, LLC",Seneca,Northwest,Automotive,80,"$3,000,000",0,"$615,000",2019-monthly-metrics.pdf,5,Economic Dev. Grant,"$275,000"
2019-May,"Ensemble HP, LLC",Hamilton,Southwest,Healthcare,1100,"$47,300,000",480,"$34,000,000",2019-monthly-metrics.pdf,5,Economic Dev. Grant,"$4,250,000"
2019-May,"Hendrickson USA, L.L.C.",Stark,Northeast,Automotive,300,"$9,110,400",235,"$50,600,000",2019-monthly-metrics.pdf,5,Economic Dev. Grant,"$850,000"
2019-May,Nidec Motor Corporation,Cuyahoga,Northeast,Advanced Manufacturing,29,"$2,149,000",130,"$10,550,000",2019-monthly-metrics.pdf,5,Economic Dev. Grant,"$200,000"
2019-May,PACCAR Inc.,Ross,Southeast,Automotive,100,"$6,600,000",2244,"$143,000,000",2019-monthly-metrics.pdf,5,Economic Dev. Grant,"$1,000,000"
2019-May,Ravago Americas LLC,Medina,Northeast,Energy and Chemicals,40,"$1,600,000",35,"$33,500,000",2019-monthly-metrics.pdf,5,Economic Dev. Grant,"$150,000"
2019-May,"Stolle Machinery Company, LLC",Stark,Northeast,Advanced Manufacturing,21,"$1,450,000",146,"$4,500,000",2019-monthly-metrics.pdf,5,Economic Dev. Grant,"$100,000"
2019-May,"Tyler Technologies, Inc.",Montgomery,Western,Information Technology,225,"$15,575,000",158,"$8,400,000",2019-monthly-metrics.pdf,5,Economic Dev. Grant,"$790,000"
2019-May,Xellia Pharmaceuticals USA LLC,Cuyahoga,Northeast,Healthcare,100,"$5,500,000",180,"$21,753,000",2019-monthly-metrics.pdf,5,Economic Dev. Grant,"$700,000"
2019-May,"Gosiger Automation, LLC",Montgomery,Western,Advanced Manufacturing,20,"$1,700,000",140,"$11,497,736",2019-monthly-metrics.pdf,5,Revitalization Grant,"$300,000"
2019-May,Spangler Candy Company,Williams,Northwest,Food and Agribusiness,0,-,455,"$4,696,440",2019-monthly-metrics.pdf,5,Revitalization Grant,"$275,000"
2019-May,"2828 Clinton, Inc.",Cuyahoga,Northeast,Advanced Manufacturing,0,-,0,-,2019-monthly-metrics.pdf,5,Revitalization Grant Phase II,"$7,200"
2019-Jun,Beam Technologies Inc.,Franklin,Central,Other,150,"$13,500,000",41,"$1,500,000",2019-monthly-metrics.pdf,6,Workforce Grant,"$250,000"
2019-Jun,Code Blue LLC,Clark,Western,Financial Services,169,"$6,313,000",126,"$1,050,000",2019-monthly-metrics.pdf,6,Economic Dev. Grant,"$90,000"
2019-Jun,Code Blue LLC,Clark,Western,Financial Services,169,"$6,313,000",126,"$1,050,000",2019-monthly-metrics.pdf,6,Workforce Grant,"$395,000"
2019-Jun,"Total Quality Logistics, LLC",Franklin,Central,Logistics and Distribution,60,"$2,670,000",139,$0,2019-monthly-metrics.pdf,6,Workforce Grant,"$75,000"
2019-Jun,Abbott Laboratories,Franklin,Central,Healthcare,38,"$2,300,000",428,"$47,900,000",2019-monthly-metrics.pdf,6,Economic Dev. Grant,"$1,000,000"
2019-Jun,Abbott Laboratories,Franklin,Central,Healthcare,38,"$2,300,000",428,"$47,900,000",2019-monthly-metrics.pdf,6,Revitalization Grant,"$450,000"
2019-Jun,"DuPont Specialty Products USA, LLC",Pickaway,Central,Energy and Chemicals,46,"$4,139,000",500,"$200,000,000",2019-monthly-metrics.pdf,6,Economic Dev. Grant,"$1,000,000"
2019-Jun,FCA US LLC,Lucas,Northwest,Automotive,94,"$3,273,005","5,164","$273,300,000",2019-monthly-metrics.pdf,6,Economic Dev. Grant,"$553,500"
2019-Jun,"IMCD US, LLC",Cuyahoga,Northeast,Energy and Chemicals,25,"$1,962,921",66,"$797,151",2019-monthly-metrics.pdf,6,Economic Dev. Grant,"$300,000"
2019-Jun,"Kemba Credit Union, Inc.",Butler,Southwest,Financial Services,40,"$1,600,000",108,"$9,700,000",2019-monthly-metrics.pdf,6,Economic Dev. Grant,"$100,000"
2019-Jun,Lefton Metal Enterprises Corporation,Columbiana,Northeast,Advanced Manufacturing,41,"$1,300,000",157,"$22,759,158",2019-monthly-metrics.pdf,6,Economic Dev. Grant,"$100,000"
2019-Jun,Oculii Corp.,Greene,Western,IT,31,"$4,100,000",21,"$2,250,000",2019-monthly-metrics.pdf,6,Economic Dev. Grant,"$550,000"
2019-Jun,"Pleasant Precision, Inc.",Hardin,Northwest,Advanced Manufacturing,20,"$1,205,000",35,"$1,592,000",2019-monthly-metrics.pdf,6,Economic Dev. Grant,"$80,000"
2019-Jun,The Babcock & Wilcox Company,Summit,Northeast,Advanced Manufacturing,0,$0,750,"$3,010,000",2019-monthly-metrics.pdf,6,Economic Dev. Grant,"$2,500,000"
2019-Jun,"Tosoh America, Inc.",Franklin,Central,Energy and Chemicals,40,"$1,800,000",292,"$8,400,000",2019-monthly-metrics.pdf,6,Economic Dev. Grant,"$200,000"
2019-Jun,Municipal Light Plant LLC,Franklin,Central,Other,23,"$1,572,600",51,"$10,820,327",2019-monthly-metrics.pdf,6,Revitalization Loan,"$1,500,000"
2019-Jun,Trevi Enterprises LLC*,Franklin,Central,Advanced Manufacturing,0,$0,0,"$15,000,000",2019-monthly-metrics.pdf,6,Revitalization Loan,"$1,000,000"
2019-Jun,Powerbuilt Material Handling Solutions LLC,Logan,Central,Automotive,18,"$990,000",25,"$1,910,000",2019-monthly-metrics.pdf,6,Revitalization Grant,"$75,000"
2019-Jun,PTTGC America LLC,Belmont,Southeast,Energy and Chemicals,0,$0,0,"$65,000,000",2019-monthly-metrics.pdf,6,Revitalization Grant,"$30,000,000"
2019-Jun,The Hive My Place Ltd,Cuyahoga,Northeast,Other,15,"$1,097,692",47,"$2,355,500",2019-monthly-metrics.pdf,6,Revitalization Grant,"$100,000"
2019-Jul,Booz Allen Hamilton Inc.,Greene,Western,IT,60,"$5,100,000",290,-,2019-monthly-metrics.pdf,7,Economic Dev. Grant,"$500,000"
2019-Jul,Booz Allen Hamilton Inc.,Greene,Western,IT,60,"$5,100,000",290,-,2019-monthly-metrics.pdf,7,Workforce Grant,"$150,000"
2019-Jul,Nexient LLC,Franklin,Central,IT,200,"$15,000,000",2,"$100,000",2019-monthly-metrics.pdf,7,Workforce Grant,"$500,000"
2019-Jul,"ATS Ohio, Inc.",Delaware,Central,Advanced Manufacturing,40,"$2,500,000",105,"$1,300,000",2019-monthly-metrics.pdf,7,Economic Dev. Grant,"$200,000"
2019-Jul,"Dolgencorp, LLC",Muskingum,Southeast,Logistics and Distribution,45,"$1,312,819",676,"$8,700,000",2019-monthly-metrics.pdf,7,Economic Dev. Grant,"$300,000"
2019-Jul,Modula Inc.,Warren,Southwest,Advanced Manufacturing,100,"$3,744,000",0,"$26,500,000",2019-monthly-metrics.pdf,7,Economic Dev. Grant,"$225,000"
2019-Jul,"Panelmatic Youngstown, Inc.",Trumbull,Northeast,Advanced Manufacturing,30,"$1,248,000",48,"$500,000",2019-monthly-metrics.pdf,7,Economic Dev. Grant,"$60,000"
2019-Jul,"Rudolph Foods Company, Inc.",Allen,Northwest,Food and Agribusiness,25,"$832,000",157,"$10,000,000",2019-monthly-metrics.pdf,7,Economic Dev. Grant,"$100,000"
2019-Jul,The Chilcote Company,Cuyahoga,Northeast,Advanced Manufacturing,36,"$1,800,000",120,"$8,978,605",2019-monthly-metrics.pdf,7,Economic Dev. Grant,"$500,000"
2019-Jul,United Candle Company LLC,Muskingum,Southeast,Advanced Manufacturing,100,"$4,000,000",0,"$1,815,000",2019-monthly-metrics.pdf,7,Economic Dev. Grant,"$125,000"
2019-Jul,"2828 Clinton, Inc.",Cuyahoga,Northeast,Advanced Manufacturing,16,"$990,000",23,"$3,980,000",2019-monthly-metrics.pdf,7,Revitalization Grant,"$100,000"
2019-Jul,"Links Unlimited, Inc.",Hamilton,Southwest,Logistics and Distribution,18,"$1,000,000",69,"$8,999,614",2019-monthly-metrics.pdf,7,Revitalization Grant,"$50,000"
2019-Jul,"Rocky Brands, Inc.",Hocking,Southeast,Advanced Manufacturing,14,"$395,000",315,"$6,316,104",2019-monthly-metrics.pdf,7,Revitalization Grant,"$100,000"
2019-Jul,"The Harvest Company of Ohio, LTD.",Paulding,Northwest,Food and Agribusiness,24,"$1,378,400",0,"$5,810,935",2019-monthly-metrics.pdf,7,Revitalization Grant,"$150,000"
2019-Jul,"Sustainable Community Associates, LTD",Cuyahoga,Northeast,Other,0,-,0,-,2019-monthly-metrics.pdf,7,Revitalization Grant Phase II,"$48,000"
2019-Aug,"Carvana, LLC",Licking,Central,Other,400,"$13,312,000",0,"$22,673,400",2019-monthly-metrics.pdf,8,Workforce Grant,"$250,000"
2019-Aug,ORBIS Corporation,Lake,Northeast,Advanced Manufacturing,25,"$982,500",215,"$1,900,000",2019-monthly-metrics.pdf,8,Workforce Grant,"$40,000"
2019-Aug,"RIA In A Box, LLC",Cuyahoga,Northeast,Financial Services,90,"$6,300,000",13,"$165,000",2019-monthly-metrics.pdf,8,Workforce Grant,"$150,000"
2019-Aug,Union Metal Industries Corporation,Stark,Northeast,Advanced Manufacturing,250,"$13,000,000",0,"$2,788,000",2019-monthly-metrics.pdf,8,Revitalization Grant,"$1,000,000"
2019-Aug,Union Metal Industries Corporation,Stark,Northeast,Advanced Manufacturing,250,"$13,000,000",0,"$2,788,000",2019-monthly-metrics.pdf,8,Workforce Grant,"$250,000"
2019-Aug,"AtriCure, Inc.",Warren,Southwest,Healthcare,128,"$8,400,000",348,"$15,700,000",2019-monthly-metrics.pdf,8,Economic Dev. Grant,"$1,300,000"
2019-Aug,"OMNI Systems, Inc.",Cuyahoga,Northeast,Advanced Manufacturing,45,"$1,971,000",135,"$8,750,000",2019-monthly-metrics.pdf,8,Economic Dev. Grant,"$125,000"
2019-Aug,The Kroger Co.,Butler,Southwest,Food & Agribusiness,410,"$18,971,146",0,"$55,000,000",2019-monthly-metrics.pdf,8,Economic Dev. Grant,"$300,000"
2019-Aug,"Produce Packaging, Inc.",Lake,Northeast,Food & Agribusiness,40,"$915,200",308,"$8,077,206",2019-monthly-metrics.pdf,8,Revitalization Loan,"$2,500,000"
2019-Sep,AT&F Advanced Metals LLC,Wayne,Northeast,Advanced Manufacturing,25,"$1,150,000",39,"$2,750,000",2019-monthly-metrics.pdf,9,Growth Fund Loan,"$1,000,000"
2019-Sep,"CMG Strategy Co, LLC",Franklin,Central,Food & Agribusiness,274,"$21,500,000",82,"$375,000",2019-monthly-metrics.pdf,9,Workforce Grant,"$500,000"
2019-Sep,Festo Corporation,Warren,Southwest,Advanced Manufacturing,250,"$15,000,000",250,"$90,000,000",2019-monthly-metrics.pdf,9,Economic Dev. Grant,"$800,000"
2019-Sep,Festo Corporation,Warren,Southwest,Advanced Manufacturing,250,"$15,000,000",250,"$90,000,000",2019-monthly-metrics.pdf,9,Workforce Grant,"$250,000"
2019-Sep,Prentke Romich Company,Wayne,Northeast,IT,31,"$1,690,000",202,"$3,750,000",2019-monthly-metrics.pdf,9,Workforce Grant,"$75,000"
2019-Sep,"Vantage Point Logistics, Inc.",Franklin,Central,IT,80,"$5,600,000",30,$0,2019-monthly-metrics.pdf,9,Workforce Grant,"$300,000"
2019-Sep,Ariel Corporation,Licking,Central,Energy & Chemicals,40,"$1,900,000",61,"$15,000,000",2019-monthly-metrics.pdf,9,Economic Dev. Grant,"$100,000"
2019-Sep,Chalfant Manufacturing Company,Lorain,Northeast,Advanced Manufacturing,22,"$1,700,000",35,"$8,225,000",2019-monthly-metrics.pdf,9,Economic Dev. Grant,"$175,000"
2019-Sep,Dysinger Incorporated,Montgomery,Western,Aerospace and Aviation,12,"$660,000",53,"$375,000",2019-monthly-metrics.pdf,9,Economic Dev. Grant,"$35,000"
2019-Sep,Greenfield Products Incorporated,Highland,Southeast,Energy & Chemicals,24,"$672,701",43,"$118,430",2019-monthly-metrics.pdf,9,Economic Dev. Grant,"$30,000"
2019-Sep,"Option Care Enterprises, Inc.",Summit,Northeast,Healthcare,16,"$992,077",148,"$2,200,000",2019-monthly-metrics.pdf,9,Economic Dev. Grant,"$500,000"
2019-Sep,Topre America Corporation,Clark,Western,Automotive,71,"$2,879,760",285,"$54,095,510",2019-monthly-metrics.pdf,9,Economic Dev. Grant,"$400,000"
2019-Sep,Northern Stamping Co.,Cuyahoga,Northeast,Automotive,28,"$1,130,311",205,"$2,628,750",2019-monthly-metrics.pdf,9,Revitalization Grant,"$100,000"
2019-Sep,Northern Stamping Co.,Cuyahoga,Northeast,Automotive,28,"$1,130,311",205,"$2,628,750",2019-monthly-metrics.pdf,9,Revitalization Loan,"$1,100,000"
2019-Sep,"Benderson Properties, Inc.*",Franklin,Central,Other,0,$0,0,"$16,303,282",2019-monthly-metrics.pdf,9,Revitalization Grant,"$825,000"
2019-Sep,"For-Tech USA, LLC",Miami,Western,Advanced Manufacturing,20,"$700,000",2,"$2,946,370",2019-monthly-metrics.pdf,9,Revitalization Grant,"$175,000"
2019-Sep,"Griffeth & Son Trucking, Inc.",Carroll,Southeast,Logistics and Distribution,40,"$1,201,382",26,"$3,167,121",2019-monthly-metrics.pdf,9,Revitalization Grant,"$200,000"
2019-Sep,"GTL Lumber, Inc.",Lawrence,Southeast,Food & Agribusiness,19,"$692,195",18,"$1,190,199",2019-monthly-metrics.pdf,9,Revitalization Grant,"$300,000"
2019-Sep,The Hamilton Caster & Mfg. Company,Butler,Southwest,Advanced Manufacturing,10,"$500,000",85,"$6,500,000",2019-monthly-metrics.pdf,9,Revitalization Grant,"$100,000"
2019-Oct,Medisync Inc.,Hamilton,Southwest,Healthcare,75,"$6,800,000",13,$0,2019-monthly-metrics.pdf,10,Growth Fund Loan,"$2,600,000"
2019-Oct,Jefferson Industries Corporation,Madison,Central,Automotive,150,"$4,836,000",648,"$10,500,000",2019-monthly-metrics.pdf,10,Workforce Grant,"$200,000"
2019-Oct,KIRCHHOFF Automotive Waverly Inc.,Pike,Southeast,Automotive,0,$0,230,"$7,180,106",2019-monthly-metrics.pdf,10,Economic Dev. Grant,"$1,025,000"
2019-Oct,KIRCHHOFF Automotive Waverly Inc.,Pike,Southeast,Automotive,0,$0,230,"$7,180,106",2019-monthly-metrics.pdf,10,Workforce Grant,"$75,000"
2019-Oct,"Magna Seating of America, Inc.",Fairfield,Central,Automotive,300,"$14,000,000",0,"$14,592,000",2019-monthly-metrics.pdf,10,Economic Dev. Grant,"$1,500,000"
2019-Oct,"Magna Seating of America, Inc.",Fairfield,Central,Automotive,300,"$14,000,000",0,"$14,592,000",2019-monthly-metrics.pdf,10,Workforce Grant,"$500,000"
2019-Oct,"Root Holdings, Inc. (Root, Inc.)",Franklin,Central,Financial Services,400,"$20,000,000",551,"$1,000,000",2019-monthly-metrics.pdf,10,Workforce Grant,"$1,000,000"
2019-Oct,Topre America Corporation,Clark,Western,Automotive,200,"$8,112,000",85,"$72,695,000",2019-monthly-metrics.pdf,10,Workforce Grant,"$375,000"
2019-Oct,Univar Solutions USA Inc.,Franklin,Central,Energy and Chemicals,225,"$11,700,000",313,$0,2019-monthly-metrics.pdf,10,Workforce Grant,"$1,100,000"
2019-Oct,"Bon Secours Mercy Health, Inc",Hamilton,Southwest,Healthcare,500,"$50,000,000","1,089",$0,2019-monthly-metrics.pdf,10,Economic Dev. Grant,"$5,000,000"
2019-Oct,"Cargill, Incorporated",Shelby,Western,Food and Agribusiness,12,"$540,000",293,"$185,000,000",2019-monthly-metrics.pdf,10,Economic Dev. Grant,"$350,000"
2019-Oct,"Dill's Fire & Safety Equipment Co., Inc.",Jackson,Southeast,Automotive,8,"$260,468",11,"$353,659",2019-monthly-metrics.pdf,10,Economic Dev. Grant,"$35,000"
2019-Oct,"Kyocera SGS Precision Tools, Inc.",Summit,Northeast,Advanced Manufacturing,0,$0,209,"$3,000,000",2019-monthly-metrics.pdf,10,Economic Dev. Grant,"$250,000"
2019-Oct,North Star Bluescope Steel LLC,Fulton,Northwest,Other,90,"$5,990,400",397,"$459,000,000",2019-monthly-metrics.pdf,10,Economic Dev. Grant,"$4,000,000"
